id,AgeAbove35,Accessibility,EdLevel,Employment,Gender,MentalHealth,MainBranch,YearsCode,YearsCodePro,Country,PreviousSalary,HaveWorkedWith,ComputerSkills,Employed
58963,1,False,Other,1,Man,False,Dev,32,25,Chile,151.0,"['HTML/CSS', 'JavaScript', 'Python', 'TypeScript', 'Kubernetes', 'npm', 'Flask', 'React.js', 'Microsoft Azure', 'PostgreSQL']",10,0
58964,0,False,Undergraduate,1,Man,False,Dev,11,8,Brazil,23676.0,"['Dart', 'Firebase', 'Cloud Firestore']",3,0
58965,0,False,Undergraduate,1,Man,True,Dev,8,2,United States of America,110000.0,"['Groovy', 'Java', 'JavaScript', 'Kotlin', 'Docker', 'Kubernetes', 'Terraform', 'Angular', 'React.js', 'AWS']",10,0
58966,1,False,Master,1,Man,False,NotDev,6,4,United States of America,85000.0,"['PowerShell', 'Python', 'SQL', 'Ansible', 'Kubernetes', 'Terraform', 'AWS', 'Managed Hosting', 'VMware', 'Microsoft SQL Server']",10,0
58967,0,False,Undergraduate,1,Man,False,Dev,7,3,Spain,60787.0,"['Python', 'Rust', 'Docker', 'FastAPI', 'Next.js', 'Elasticsearch', 'MySQL', 'PostgreSQL', 'Redis']",9,0
58968,1,False,Master,1,Man,False,Dev,25,11,Canada,140551.0,"['Bash/Shell', 'C', 'C++', 'Go', 'HTML/CSS', 'Java', 'Kotlin', 'PowerShell', 'Python', 'Swift', 'TypeScript', 'Ansible', 'Chef', 'Docker', 'Homebrew', 'Kubernetes', 'npm', 'Yarn', 'Django', 'Flask', 'React.js', 'AWS', 'DigitalOcean', 'Managed Hosting', 'Elasticsearch', 'MySQL', 'SQLite']",27,1
58969,0,False,Undergraduate,1,Man,False,Dev,13,10,Ireland,70385.0,"['C#', 'HTML/CSS', 'JavaScript', 'SQL', 'TypeScript', 'npm', 'Yarn', 'Angular', 'ASP.NET Core ', 'AWS', 'Microsoft SQL Server']",11,1
58970,1,False,Undergraduate,0,Man,False,Dev,30,26,Canada,39042.0,"['C#', 'HTML/CSS', 'JavaScript', 'PHP', 'Python', 'jQuery', 'Node.js', 'Symfony', 'Microsoft SQL Server', 'MySQL', 'SQLite']",11,1
58971,0,False,Master,1,Man,True,NotDev,12,4,Greece,106644.0,"['Bash/Shell', 'C', 'Go', 'JavaScript', 'PHP', 'Python', 'Ansible', 'OpenStack']",8,0
58972,0,False,Undergraduate,1,Woman,True,Dev,2,2,Brazil,8642.0,"['C#', 'HTML/CSS', 'JavaScript', 'PowerShell', 'Ruby', 'SQL', 'TypeScript', 'npm', 'Yarn', 'Angular', 'Angular.js', 'ASP.NET', 'Node.js', 'React.js', 'Ruby on Rails', 'AWS', 'Microsoft Azure', 'Microsoft SQL Server', 'MySQL', 'Redis', 'SQLite']",21,1
58973,1,False,Master,1,Man,False,Dev,30,20,Italy,42657.0,"['Rust', 'PostgreSQL']",2,0
58974,0,False,Undergraduate,1,Man,False,Dev,4,2,United States of America,90000.0,"['Bash/Shell', 'C#', 'HTML/CSS', 'JavaScript', 'Python', 'SQL', 'TypeScript', 'Docker', 'Kubernetes', 'Angular', 'FastAPI', 'Flask', 'jQuery', 'Google Cloud', 'Microsoft Azure', 'Microsoft SQL Server', 'PostgreSQL', 'SQLite']",18,1
58975,1,False,Master,0,Man,False,Dev,42,34,Canada,146798.0,"['C#', 'HTML/CSS', 'SQL', 'VBA', 'npm', 'ASP.NET Core ', 'Microsoft Azure', 'Microsoft SQL Server']",8,1
58976,1,False,PhD,1,Man,False,NotDev,32,8,United States of America,73609.0,"['Haskell', 'Java', 'Python']",3,0
58977,0,False,Undergraduate,1,Man,False,Dev,6,2,Mexico,36132.0,"['HTML/CSS', 'JavaScript', 'PHP', 'Laravel', 'React.js', 'AWS', 'MySQL']",7,0
58978,0,False,Undergraduate,1,Man,False,Dev,6,3,Portugal,29820.0,"['Bash/Shell', 'Dart', 'Go', 'HTML/CSS', 'JavaScript', 'PHP', 'Python', 'SQL', 'Docker', 'npm', 'Express', 'Flask', 'Laravel', 'Google Cloud', 'MariaDB', 'MySQL', 'Redis', 'SQLite']",18,1
58979,0,False,Undergraduate,1,Man,False,Dev,8,7,United States of America,95000.0,"['Bash/Shell', 'Clojure', 'HTML/CSS', 'R', 'Kubernetes', 'Terraform', 'AWS', 'DigitalOcean', 'Google Cloud', 'Microsoft Azure', 'Microsoft SQL Server', 'PostgreSQL']",12,0
58980,0,False,Other,1,Man,False,Dev,12,10,Brazil,44868.0,"['Dart', 'Go', 'JavaScript', 'PHP', 'Python', 'SQL', 'Docker', 'npm', 'Django', 'Express', 'Laravel', 'Node.js', 'AWS', 'Google Cloud', 'Cassandra', 'Elasticsearch', 'MongoDB', 'Redis']",18,1
58981,0,False,Master,0,Man,False,Dev,10,6,Czech Republic,62352.0,"['Java', 'JavaScript', 'SQL', 'TypeScript', 'Ansible', 'Docker', 'Kubernetes', 'npm', 'ASP.NET Core ', 'Fastify', 'Node.js', 'OVH', 'VMware', 'MariaDB', 'MySQL', 'Redis', 'SQLite']",17,1
58982,0,False,Undergraduate,1,Man,False,Dev,10,6,Brazil,145000.0,"['HTML/CSS', 'JavaScript', 'Ruby', 'TypeScript', 'Docker', 'Homebrew', 'npm', 'Yarn', 'Gatsby', 'Next.js', 'Node.js', 'React.js', 'Ruby on Rails', 'AWS', 'PostgreSQL']",15,1
58983,0,False,Undergraduate,1,Man,False,Dev,6,3,Italy,31993.0,"['Dart', 'Java', 'JavaScript', 'Kotlin', 'Ruby', 'SQL', 'TypeScript', 'Docker', 'npm', 'Yarn', 'Express', 'Next.js', 'Node.js', 'React.js', 'Ruby on Rails', 'AWS', 'Heroku', 'Managed Hosting', 'Cassandra', 'MariaDB', 'MongoDB', 'MySQL', 'Neo4j', 'PostgreSQL', 'Redis', 'SQLite']",26,1
58984,0,False,Master,1,Man,True,Dev,12,9,United Kingdom of Great Britain and Northern Ireland,94230.0,"['C#', 'SQL', 'Terraform', 'ASP.NET', 'ASP.NET Core ', 'Microsoft Azure', 'Microsoft SQL Server']",7,0
58985,0,False,Undergraduate,1,Man,False,Dev,7,4,Mexico,39744.0,"['C#', 'HTML/CSS', 'Java', 'JavaScript', 'Python', 'SQL', 'ASP.NET', 'ASP.NET Core ', 'Microsoft SQL Server', 'MySQL', 'Oracle']",11,1
58986,1,False,Undergraduate,1,Man,False,NotDev,26,26,United States of America,149000.0,"['Python', 'AWS', 'MySQL', 'Redis']",4,0
58987,0,False,Undergraduate,1,Man,False,Dev,11,5,Mexico,10836.0,"['JavaScript', 'PHP', 'Python', 'TypeScript', 'npm', 'Yarn', 'Django', 'AWS', 'MariaDB', 'MySQL', 'PostgreSQL']",11,0
58988,1,False,Master,1,Man,False,Dev,20,16,Ukraine,40608.0,"['Kotlin', 'Colocation', 'DigitalOcean', 'SQLite']",4,0
58989,1,False,Other,1,Man,True,Dev,7,7,United States of America,188888.0,['Ruby'],1,0
58990,0,False,Undergraduate,1,Man,True,Dev,4,1,United States of America,196000.0,"['Assembly', 'C', 'Dart', 'Elixir', 'Go', 'HTML/CSS', 'Java', 'JavaScript', 'Python', 'Rust', 'SQL', 'TypeScript', 'Docker', 'Homebrew', 'Kubernetes', 'npm', 'Terraform', 'Yarn', 'Django', 'FastAPI', 'Flask', 'Next.js', 'Node.js', 'React.js', 'AWS', 'DigitalOcean', 'DynamoDB', 'Elasticsearch', 'MongoDB', 'MySQL', 'PostgreSQL', 'Redis', 'SQLite']",33,1
58991,0,False,Other,1,Man,True,Dev,18,8,United States of America,129600.0,"['COBOL', 'Python', 'IBM DB2']",3,0
58992,0,False,Undergraduate,1,Man,False,NotDev,12,11,The former Yugoslav Republic of Macedonia,40548.0,"['Kotlin', 'Microsoft Azure', 'Firebase Realtime Database']",3,0
58993,0,False,Undergraduate,1,Man,True,Dev,9,7,Brazil,46740.0,"['JavaScript', 'SQL', 'TypeScript', 'Terraform', 'Yarn', 'React.js', 'AWS']",7,0
58994,0,False,Undergraduate,0,Man,False,Dev,10,5,Guatemala,60000.0,"['HTML/CSS', 'JavaScript', 'PHP', 'Docker', 'Laravel', 'Vue.js', 'DigitalOcean', 'Microsoft Azure', 'MySQL']",9,0
58995,1,False,Other,0,Man,False,NotDev,23,19,United States of America,150000.0,"['Bash/Shell', 'HTML/CSS', 'JavaScript', 'PHP', 'SQL', 'TypeScript', 'Homebrew', 'npm', 'Angular', 'Angular.js', 'jQuery', 'AWS', 'Firebase', 'Google Cloud', 'MariaDB', 'MySQL', 'Firebase Realtime Database']",17,1
58996,0,False,Undergraduate,1,Man,True,Dev,10,5,United States of America,87000.0,"['C#', 'JavaScript', 'SQL', 'VBA', 'Docker', 'npm', 'ASP.NET Core ', 'Blazor', 'React.js', 'Svelte', 'DigitalOcean', 'Microsoft Azure', 'Microsoft SQL Server', 'Redis']",14,1
58997,0,False,Master,1,Man,False,Dev,17,10,Romania,37747.0,"['C', 'C++', 'Python']",3,0
58998,0,False,Undergraduate,1,Man,False,Dev,9,3,United States of America,93000.0,"['Python', 'npm', 'React.js', 'AWS', 'Oracle', 'PostgreSQL']",6,0
58999,1,False,Undergraduate,1,NonBinary,True,Dev,24,20,United Kingdom of Great Britain and Northern Ireland,62820.0,"['C#', 'HTML/CSS', 'JavaScript', 'PHP', 'SQL', 'TypeScript', 'Docker', 'ASP.NET', 'ASP.NET Core ', 'Drupal', 'jQuery', 'AWS', 'Google Cloud', 'Microsoft Azure', 'Microsoft SQL Server', 'MySQL', 'SQLite']",17,1
59000,0,False,NoHigherEd,1,Man,False,Dev,17,13,Spain,106644.0,"['Bash/Shell', 'C#', 'Dart', 'F#', 'HTML/CSS', 'JavaScript', 'PHP', 'PowerShell', 'Python', 'Ruby', 'Scala', 'SQL', 'TypeScript', 'Docker', 'Homebrew', 'Kubernetes', 'npm', 'Unity 3D', 'Yarn', 'Angular', 'Angular.js', 'ASP.NET', 'ASP.NET Core ', 'Deno', 'Django', 'Express', 'Gatsby', 'jQuery', 'Next.js', 'Node.js', 'React.js', 'Svelte', 'AWS', 'Firebase', 'Heroku', 'Microsoft Azure', 'OVH', 'Cloud Firestore', 'MariaDB', 'Microsoft SQL Server', 'MongoDB', 'MySQL', 'PostgreSQL']",43,1
59001,0,False,Other,1,Man,False,Dev,4,3,United States of America,65000.0,"['C#', 'HTML/CSS', 'JavaScript', 'npm', 'ASP.NET', 'ASP.NET Core ', 'Express', 'jQuery', 'Next.js', 'Node.js', 'React.js', 'Microsoft Azure', 'Microsoft SQL Server', 'MongoDB']",14,1
59002,1,False,Master,1,Man,False,Dev,4,2,Canada,50755.0,"['C#', 'Microsoft Azure']",2,0
59003,0,False,Undergraduate,1,Man,True,Dev,16,10,Canada,78084.0,"['C#', 'HTML/CSS', 'JavaScript', 'PowerShell', 'SQL', 'TypeScript', 'VBA', 'npm', 'Angular', 'ASP.NET Core ', 'Blazor', 'jQuery', 'DigitalOcean', 'Firebase', 'Microsoft Azure', 'IBM DB2', 'Microsoft SQL Server', 'MySQL', 'SQLite']",19,1
59004,0,False,Undergraduate,1,Man,True,Dev,4,2,Canada,70276.0,"['HTML/CSS', 'JavaScript', 'Ruby', 'Docker', 'Homebrew', 'Kubernetes', 'npm', 'Yarn', 'jQuery', 'React.js', 'Ruby on Rails', 'AWS', 'MySQL', 'PostgreSQL']",14,0
59005,0,False,Undergraduate,1,Man,False,Dev,12,3,Czech Republic,67548.0,"['C#', 'Java', 'JavaScript', 'TypeScript', 'ASP.NET Core ', 'Cassandra', 'Elasticsearch', 'Microsoft SQL Server', 'MongoDB', 'Neo4j', 'Redis']",11,1
59006,0,False,Undergraduate,1,Man,False,Dev,5,7,Ecuador,36000.0,"['HTML/CSS', 'Java', 'JavaScript', 'TypeScript', 'npm', 'Angular', 'Node.js', 'AWS', 'Google Cloud', 'DynamoDB']",10,1
59007,1,False,Master,1,Man,False,Dev,29,27,United States of America,190000.0,"['Bash/Shell', 'Groovy', 'HTML/CSS', 'Java', 'JavaScript', 'Ruby', 'Docker', 'Terraform', 'jQuery', 'AWS', 'Microsoft Azure', 'CouchDB', 'MySQL', 'Redis']",14,1
59008,0,False,Master,1,Man,False,Dev,7,5,Germany,101312.0,"['Bash/Shell', 'C', 'C#', 'HTML/CSS', 'Java', 'JavaScript', 'MATLAB', 'PHP', 'Python', 'Scala', 'SQL', 'TypeScript', 'Docker', 'Kubernetes', 'npm', 'Terraform', 'Unity 3D', 'Yarn', 'Angular', 'Angular.js', 'Django', 'FastAPI', 'Flask', 'jQuery', 'Next.js', 'Node.js', 'Play Framework', 'React.js', 'AWS', 'DigitalOcean', 'Google Cloud', 'Heroku', 'Microsoft Azure', 'OpenStack', 'Elasticsearch', 'MongoDB', 'PostgreSQL', 'Redis', 'SQLite']",39,1
59009,1,True,Other,1,Man,False,Dev,35,22,United States of America,110000.0,"['Bash/Shell', 'C#', 'JavaScript', 'PowerShell', 'SQL', 'TypeScript', 'VBA', 'Docker', 'ASP.NET', 'ASP.NET Core ', 'jQuery', 'AWS', 'OpenStack', 'VMware', 'IBM DB2', 'Microsoft SQL Server', 'MySQL', 'PostgreSQL']",18,1
59010,1,False,Master,1,Man,True,Dev,35,15,United States of America,120000.0,"['Bash/Shell', 'JavaScript', 'Python', 'SQL', 'Docker', 'Homebrew', 'Kubernetes', 'npm', 'Terraform', 'Yarn', 'FastAPI', 'Flask', 'Node.js', 'React.js', 'AWS', 'IBM Cloud or Watson', 'SQLite']",17,1
59011,0,False,Undergraduate,1,Man,False,Dev,10,1,United States of America,67500.0,"['C#', 'Java', 'Swift', 'TypeScript', 'Angular', 'Angular.js', 'MySQL']",7,1
59012,1,False,Undergraduate,1,Man,False,Dev,29,28,Canada,79646.0,"['C++', 'Rust', 'MySQL']",3,0
59013,1,False,Undergraduate,1,Man,False,NotDev,15,10,Australia,141542.0,"['Dart', 'JavaScript', 'npm', 'Yarn', 'React.js', 'Microsoft Azure']",6,0
59014,0,False,Undergraduate,1,Man,False,Dev,12,6,Canada,39042.0,"['C#', 'JavaScript', 'npm', 'Unity 3D', 'Microsoft Azure']",5,0
59015,1,False,PhD,1,Man,False,Dev,18,15,Italy,76788.0,"['Python', 'R', 'SQL', 'Docker', 'OVH', 'PostgreSQL', 'SQLite']",7,0
59016,0,False,Undergraduate,1,Woman,False,Dev,9,5,United States of America,130000.0,"['Bash/Shell', 'HTML/CSS', 'TypeScript', 'Docker', 'Kubernetes', 'npm', 'Terraform', 'Yarn', 'React.js', 'Google Cloud']",10,1
59017,0,False,Undergraduate,1,Man,False,NotDev,6,5,United States of America,71750.0,"['HTML/CSS', 'JavaScript', 'Python', 'SQL', 'Swift', 'VBA', 'Homebrew', 'Firebase', 'Cloud Firestore', 'Microsoft SQL Server']",10,0
59018,0,False,Undergraduate,1,Man,False,Dev,10,5,Guatemala,19548.0,"['Bash/Shell', 'C', 'C++', 'HTML/CSS', 'Java', 'JavaScript', 'PHP', 'Python', 'SQL', 'Docker', 'Flask', 'AWS', 'DigitalOcean', 'Microsoft Azure', 'VMware', 'PostgreSQL', 'Redis']",17,0
59019,1,False,Other,1,Man,True,Dev,31,26,United States of America,148000.0,"['C#', 'C++', 'SQL', 'npm', 'ASP.NET', 'jQuery', 'Microsoft SQL Server']",7,1
59020,1,False,Undergraduate,1,Man,True,Dev,14,12,United States of America,140000.0,"['HTML/CSS', 'JavaScript', 'TypeScript', 'Docker', 'npm', 'Yarn', 'Express', 'Next.js', 'Node.js', 'React.js', 'AWS', 'DynamoDB', 'MariaDB']",13,1
59021,1,False,Other,1,Man,False,Dev,18,14,Spain,89581.0,"['HTML/CSS', 'JavaScript', 'TypeScript', 'Ansible', 'Docker', 'Homebrew', 'npm', 'Yarn', 'Angular', 'Deno', 'Express', 'Fastify', 'jQuery', 'Next.js', 'Node.js', 'React.js', 'Svelte', 'Vue.js', 'DigitalOcean', 'MongoDB']",20,1
59022,0,False,Master,1,Man,False,Dev,10,8,Netherlands,79450.0,"['Java', 'PHP', 'Ansible', 'Docker', 'Kubernetes', 'Symfony', 'Elasticsearch', 'MySQL']",8,0
59023,0,False,Undergraduate,1,Man,True,Dev,6,4,Brazil,48.0,"['C#', 'JavaScript', 'SQL', 'TypeScript', 'Docker', 'Yarn', 'Angular', 'ASP.NET', 'ASP.NET Core ', 'Express', 'Node.js', 'Microsoft Azure', 'Microsoft SQL Server', 'MongoDB', 'MySQL', 'Redis', 'SQLite']",17,1
59024,1,False,Other,1,Man,True,Dev,17,13,Costa Rica,97.0,"['JavaScript', 'PHP', 'Python', 'Express', 'Node.js', 'React.js', 'AWS', 'DigitalOcean', 'Heroku', 'MongoDB', 'Redis']",11,0
59025,0,False,Undergraduate,1,Man,True,Dev,10,3,United States of America,83500.0,"['Bash/Shell', 'HTML/CSS', 'Java', 'JavaScript', 'Python', 'TypeScript', 'Ansible', 'Docker', 'npm', 'Angular', 'Node.js', 'React.js', 'Oracle']",13,1
59026,0,False,Undergraduate,1,Man,True,Dev,4,4,United States of America,135000.0,"['HTML/CSS', 'JavaScript', 'SQL', 'Docker', 'npm', 'Express', 'Node.js', 'React.js', 'AWS', 'PostgreSQL']",10,0
59027,0,False,Undergraduate,1,Man,False,Dev,7,3,United States of America,165000.0,"['JavaScript', 'Solidity', 'SQL', 'TypeScript', 'Docker', 'Pulumi', 'Next.js', 'React.js', 'AWS', 'DigitalOcean', 'PostgreSQL', 'Redis']",12,0
59028,1,False,Other,0,Woman,False,Dev,22,22,United States of America,140000.0,"['HTML/CSS', 'JavaScript', 'Perl', 'PHP', 'SQL', 'jQuery', 'Microsoft SQL Server', 'MySQL']",8,0
59029,0,False,Other,1,Man,False,Dev,6,8,Brazil,14541.0,"['Bash/Shell', 'C', 'Go', 'HTML/CSS', 'JavaScript', 'Python', 'SQL', 'Ansible', 'Docker', 'Homebrew', 'Kubernetes', 'Terraform', 'Yarn', 'Django', 'Flask', 'Vue.js', 'AWS', 'DigitalOcean', 'Google Cloud', 'Heroku', 'Cassandra', 'DynamoDB', 'Elasticsearch', 'MariaDB', 'MongoDB', 'MySQL', 'PostgreSQL', 'Redis', 'SQLite']",29,1
59030,1,True,Undergraduate,1,Man,True,Dev,35,25,New Zealand,57257.0,"['SQL', 'VBA', 'Microsoft SQL Server']",3,0
59031,1,False,Undergraduate,1,Man,True,NotDev,28,26,Guatemala,67000.0,"['Bash/Shell', 'HTML/CSS', 'Java', 'JavaScript', 'Kotlin', 'PHP', 'Python', 'Ruby', 'SQL', 'TypeScript', 'Ansible', 'Docker', 'Kubernetes', 'npm', 'Yarn', 'Angular', 'Express', 'jQuery', 'Node.js', 'React.js', 'AWS', 'Linode', 'OVH', 'VMware', 'Elasticsearch', 'MongoDB', 'PostgreSQL']",27,1
59032,1,False,Master,1,Man,True,Dev,11,6,Ireland,79983.0,"['HTML/CSS', 'JavaScript', 'PHP', 'TypeScript', 'npm', 'Angular', 'Express', 'jQuery', 'Node.js', 'React.js', 'Vue.js', 'AWS', 'DigitalOcean', 'Firebase', 'Google Cloud', 'Cloud Firestore', 'MongoDB', 'MySQL', 'Firebase Realtime Database']",19,1
59033,0,False,Other,1,Man,True,Dev,16,10,France,46923.0,"['Go', 'JavaScript', 'PHP', 'SQL', 'TypeScript', 'Docker', 'Kubernetes', 'npm', 'Yarn', 'Express', 'Node.js', 'Nuxt.js', 'Symfony', 'Vue.js', 'AWS', 'Firebase', 'Heroku', 'OVH', 'Elasticsearch', 'MariaDB', 'MySQL', 'PostgreSQL', 'Redis']",23,1
59034,0,False,NoHigherEd,1,NonBinary,True,Dev,17,10,Netherlands,84456.0,"['Assembly', 'Bash/Shell', 'COBOL', 'Fortran', 'Go', 'Haskell', 'HTML/CSS', 'Java', 'JavaScript', 'Perl', 'PHP', 'Python', 'Rust', 'SQL', 'TypeScript', 'Ansible', 'Express', 'Flask', 'Node.js', 'Svelte', 'Google Cloud', 'Linode', 'MongoDB', 'PostgreSQL', 'Redis', 'SQLite']",26,1
59035,0,False,Other,1,Man,False,Dev,3,2,Canada,117126.0,"['Go', 'HTML/CSS', 'JavaScript', 'SQL', 'TypeScript', 'Docker', 'Homebrew', 'npm', 'Yarn', 'Express', 'Node.js', 'React.js', 'AWS', 'Heroku', 'MongoDB', 'MySQL', 'PostgreSQL', 'SQLite']",18,1
59036,0,False,Undergraduate,1,Man,False,Dev,9,7,United States of America,105000.0,"['Bash/Shell', 'SQL', 'AWS', 'Microsoft SQL Server']",4,0
59037,0,False,Undergraduate,1,Man,False,Dev,8,8,Brazil,17448.0,"['HTML/CSS', 'Java', 'JavaScript', 'Python', 'SQL', 'Unreal Engine', 'Angular', 'Django', 'Flask', 'Node.js', 'Heroku', 'Cloud Firestore', 'IBM DB2', 'Microsoft SQL Server', 'PostgreSQL', 'SQLite']",16,1
59038,0,False,Undergraduate,1,Man,True,Dev,6,3,Colombia,54348.0,"['JavaScript', 'TypeScript', 'Yarn', 'Express', 'Node.js', 'AWS', 'DynamoDB']",7,0
59039,0,False,Undergraduate,1,Man,False,Dev,9,5,United States of America,135000.0,"['HTML/CSS', 'JavaScript', 'PHP', 'Python', 'SQL', 'jQuery', 'AWS', 'Heroku', 'MySQL']",9,0
59040,0,False,Undergraduate,1,Man,False,Dev,7,3,Philippines,9420.0,"['HTML/CSS', 'JavaScript', 'Python', 'SQL', 'Docker', 'Homebrew', 'npm', 'Django', 'Node.js', 'Vue.js', 'AWS', 'MySQL', 'PostgreSQL', 'Redis']",14,0
59041,1,False,Undergraduate,1,Man,False,Dev,30,22,United States of America,145000.0,"['Bash/Shell', 'JavaScript', 'PHP', 'SQL', 'Docker', 'Laravel', 'Vue.js', 'AWS', 'MariaDB', 'MySQL', 'PostgreSQL', 'SQLite']",12,0
59042,0,True,Master,1,Woman,False,Dev,11,8,United Kingdom of Great Britain and Northern Ireland,87948.0,"['HTML/CSS', 'JavaScript', 'PHP', 'R', 'SQL', 'Docker', 'npm', 'jQuery', 'Laravel', 'Next.js', 'Nuxt.js', 'React.js', 'Vue.js', 'AWS', 'DynamoDB', 'Elasticsearch', 'MySQL']",17,0
59043,1,False,Master,1,Man,False,Dev,20,15,United States of America,200000.0,"['Java', 'Kotlin', 'SQLite']",3,0
59044,0,False,Master,0,Man,True,NotDev,10,6,Germany,53322.0,"['Bash/Shell', 'HTML/CSS', 'Java', 'TypeScript', 'Docker', 'Kubernetes', 'npm', 'Angular', 'PostgreSQL']",9,1
59045,0,False,Master,1,Man,False,Dev,8,1,Canada,42946.0,"['HTML/CSS', 'JavaScript', 'Python', 'SQL', 'npm', 'Django', 'jQuery', 'React.js', 'Microsoft SQL Server']",9,1
59046,0,False,Undergraduate,1,Man,True,Dev,4,0,United Kingdom of Great Britain and Northern Ireland,15072.0,"['Dart', 'JavaScript', 'Express', 'Next.js', 'Node.js', 'React.js', 'MongoDB']",7,0
59047,0,False,Other,1,Man,True,NotDev,3,1,Canada,54659.0,"['HTML/CSS', 'JavaScript', 'Python', 'SQL', 'npm', 'Angular', 'Angular.js', 'jQuery', 'AWS', 'Firebase', 'Google Cloud', 'Microsoft Azure', 'Firebase Realtime Database']",13,0
59048,1,False,Undergraduate,1,Man,True,Dev,25,14,United States of America,176000.0,"['Bash/Shell', 'C#', 'Crystal', 'HTML/CSS', 'JavaScript', 'SQL', 'ASP.NET', 'ASP.NET Core ', 'jQuery', 'Node.js', 'AWS', 'Colocation', 'Managed Hosting', 'DynamoDB', 'Microsoft SQL Server', 'Redis']",16,1
59049,0,False,Master,1,Woman,False,Dev,6,4,Greece,24312.0,['JavaScript'],1,0
59050,0,False,Master,1,Man,False,Dev,11,3,Greece,25596.0,"['Bash/Shell', 'HTML/CSS', 'JavaScript', 'Python', 'Docker', 'Kubernetes', 'npm', 'Yarn', 'Django', 'React.js', 'Firebase', 'Managed Hosting', 'Microsoft Azure', 'MySQL', 'PostgreSQL', 'Firebase Realtime Database', 'Redis', 'SQLite']",18,1
59051,0,False,Undergraduate,1,Man,False,Dev,14,10,Canada,97605.0,"['C#', 'Docker', 'ASP.NET Core ', 'Gatsby', 'React.js', 'Vue.js', 'AWS', 'Microsoft Azure', 'OVH', 'SQLite']",10,0
59052,1,False,Undergraduate,1,Man,False,Dev,29,15,Sweden,85320.0,"['Ruby', 'SQL', 'Docker', 'Homebrew', 'Terraform', 'AWS', 'Heroku', 'PostgreSQL', 'Redis']",9,0
59053,1,False,Other,1,Man,False,Dev,38,32,United States of America,190000.0,"['Bash/Shell', 'C', 'Fortran', 'LISP', 'Python', 'SQL', 'Ansible', 'Docker', 'Homebrew', 'Django', 'FastAPI', 'Flask', 'Linode', 'Elasticsearch', 'SQLite']",15,0
59054,1,False,Other,1,Man,False,Dev,5,3,Argentina,49651.0,"['C#', 'HTML/CSS', 'JavaScript', 'PowerShell', 'SQL', 'Docker', 'Kubernetes', 'Terraform', 'ASP.NET', 'ASP.NET Core ', 'AWS', 'Microsoft Azure', 'Elasticsearch', 'MongoDB', 'Oracle', 'PostgreSQL']",16,0
59055,0,True,Undergraduate,0,Man,True,Dev,7,2,United States of America,12000.0,"['C#', 'HTML/CSS', 'JavaScript', 'Python', 'Unity 3D', 'React.js', 'Google Cloud']",7,0
59056,1,False,Master,1,Man,False,Dev,30,18,Russian Federation,52560.0,"['Bash/Shell', 'HTML/CSS', 'Java', 'JavaScript', 'PHP', 'Swift', 'TypeScript', 'Docker', 'npm', 'Laravel', 'Node.js', 'React.js', 'Vue.js', 'Firebase', 'MariaDB', 'Firebase Realtime Database', 'Redis']",17,1
59057,1,False,Undergraduate,1,Man,False,Dev,17,15,United States of America,100000.0,"['HTML/CSS', 'JavaScript', 'Ruby', 'Yarn', 'React.js', 'Ruby on Rails', 'Heroku', 'MySQL', 'SQLite']",9,0
59058,1,False,NoHigherEd,0,Man,False,Dev,25,20,Czech Republic,77952.0,"['Bash/Shell', 'C#', 'Python', 'Rust', 'Docker', 'Kubernetes', 'Terraform', 'Angular', 'Angular.js', 'Microsoft Azure', 'Microsoft SQL Server', 'PostgreSQL']",12,1
59059,0,False,Undergraduate,1,Man,False,Dev,5,4,Canada,140551.0,"['C#', 'C++', 'HTML/CSS', 'JavaScript', 'Python', 'TypeScript', 'ASP.NET Core ', 'Blazor', 'Express', 'jQuery', 'Node.js', 'React.js', 'Vue.js', 'Firebase', 'Heroku', 'Microsoft Azure', 'Microsoft SQL Server', 'MongoDB', 'MySQL', 'PostgreSQL', 'Firebase Realtime Database', 'SQLite']",22,1
59060,0,False,Undergraduate,1,Man,False,Dev,14,4,United States of America,111000.0,"['Assembly', 'Bash/Shell', 'C', 'C++', 'HTML/CSS', 'JavaScript', 'LISP', 'Python', 'Ruby', 'Rust', 'SQL', 'Docker', 'Homebrew', 'npm', 'Yarn', 'Angular.js', 'React.js', 'Ruby on Rails', 'Vue.js', 'DigitalOcean', 'Heroku', 'Elasticsearch', 'MariaDB', 'Microsoft SQL Server', 'PostgreSQL', 'Redis', 'SQLite']",27,1
59061,1,False,Undergraduate,1,Man,False,Dev,19,15,United States of America,115000.0,"['Dart', 'SQL', 'TypeScript', 'npm', 'Angular', 'AWS', 'Firebase', 'Microsoft Azure', 'Microsoft SQL Server', 'MongoDB', 'Firebase Realtime Database']",11,1
59062,0,False,Undergraduate,1,Woman,True,Dev,9,8,United States of America,124000.0,"['HTML/CSS', 'JavaScript', 'Homebrew', 'npm', 'Django', 'jQuery']",6,0
